City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,ivins,37.1686,-113.6794,36.62,6,0,2.24,US,1722305648
276,funafuti,-8.5243,179.1942,30.0,70,40,8.23,TV,1722305649
277,notodden,59.5594,9.2585,13.07,89,0,0.48,NO,1722305651
278,alofi,-19.0595,-169.9187,23.94,50,75,9.77,NU,1722305652
279,minas de marcona,-15.2119,-75.1103,12.39,77,4,1.7,PE,1722305653
280,margaret river,-33.95,115.0667,16.06,72,12,3.28,AU,1722305655
281,trondheim,63.4305,10.3951,11.11,94,0,2.06,NO,1722305656
282,afaahiti,-17.75,-149.2833,21.93,80,84,9.1,PF,1722305657
283,xining,36.6167,101.7667,18.14,47,2,1.47,CN,1722305658
284,antonio enes,-16.2325,39.9086,20.86,71,0,2.03,MZ,1722305660
285,bubaque,11.2833,-15.8333,26.56,84,93,4.08,GW,1722305661
286,sao jose da coroa grande,-8.8978,-35.1478,23.91,84,8,3.15,BR,1722305663
287,ipilan,8.8431,117.9033,30.05,68,100,2.0,PH,1722305664
288,cabo san lucas,22.8909,-109.9124,32.61,48,0,5.14,MX,1722305502
289,padang,-0.9492,100.3543,31.03,67,0,1.18,ID,1722305667
290,kattivakkam,13.2167,80.3167,31.09,78,100,5.79,IN,1722305668
291,chinde,26.8212,87.7095,27.97,81,30,1.19,NP,1722305669
292,undurkhaan,47.3194,110.6556,24.77,55,62,0.39,MN,1722305670
293,tyukhtet,56.5389,89.3011,20.73,78,40,1.86,RU,1722305672
294,nadym,65.5333,72.5167,18.83,85,100,2.51,RU,1722305673
295,orda,57.1951,56.9091,13.52,94,60,1.74,RU,1722305674
296,queenstown,-31.8976,26.8753,2.89,41,0,2.74,ZA,1722305675
297,paracuru,-3.41,-39.0306,26.73,84,58,4.35,BR,1722305678
298,pont rouge,48.8833,-72.0825,23.16,70,100,1.49,CA,1722305680
299,villamontes,-21.25,-63.5,11.97,51,100,0.81,BO,1722305681
300,crane,31.3974,-102.3501,31.9,39,0,7.44,US,1722305682
301,salinopolis,-0.6136,-47.3561,26.53,79,8,4.87,BR,1722305684
302,erenhot,43.6475,111.9767,21.98,63,100,4.52,CN,1722305685
303,qacha's nek,-30.1154,28.6894,-1.03,29,0,2.91,LS,1722305686
304,kyelang,32.5833,77.0333,13.06,73,100,1.21,IN,1722305687
305,kirakira,-10.4544,161.9205,29.25,63,93,7.02,SB,1722305689
306,laguna,38.421,-121.4238,31.97,43,0,5.14,US,1722305690
307,tamanrasset,22.785,5.5228,23.95,73,40,1.03,DZ,1722305691
308,bardai,11.65,7.2333,21.0,94,100,3.15,NG,1722305693
309,saint-arnoult-en-yvelines,48.5667,1.9333,21.81,80,38,1.68,FR,1722305694
310,new norfolk,-42.7826,147.0587,10.95,53,99,0.61,AU,1722305695
311,weno,7.4515,151.8468,31.97,74,75,4.12,FM,1722305697
312,mount gambier,-37.8333,140.7667,12.17,52,100,2.69,AU,1722305698
313,baturaja,-4.1333,104.1667,28.39,61,36,1.8,ID,1722305699
314,la quiaca,-22.1024,-65.593,2.64,97,5,2.4,AR,1722305700
315,port lincoln,-34.7333,135.8667,13.55,44,72,6.38,AU,1722305702
316,sirur,18.8333,74.3833,23.52,91,100,4.72,IN,1722305703
317,ceeldheer,3.8488,47.1806,23.61,86,50,7.64,SO,1722305704
318,san sebastian de la gomera,28.0916,-17.1133,22.99,88,0,3.09,ES,1722305706
319,sandnessjoen,66.0217,12.6316,7.29,73,75,2.67,NO,1722305707
320,olyokminsk,60.3736,120.4264,19.54,54,65,4.04,RU,1722305708
321,benito juarez,19.385,-99.165,16.9,82,100,2.06,MX,1722305710
322,la concepcion de los banos,19.6819,-99.8569,12.31,92,82,2.04,MX,1722305711
323,lorengau,-2.0226,147.2712,27.83,81,98,5.0,PG,1722305714
324,shimoda,34.6667,138.95,33.2,61,44,2.49,JP,1722305715
325,kushiro,42.975,144.3747,24.53,69,75,7.2,JP,1722305716
326,tocopilla,-22.092,-70.1979,16.95,75,0,1.51,CL,1722305717
327,raja,8.4596,25.678,21.72,83,100,2.1,SS,1722305719
328,sirjan,29.452,55.6814,27.78,30,0,1.4,IR,1722305720
329,karratha,-20.7377,116.8463,26.27,18,5,3.16,AU,1722305722
330,tozeur,33.9197,8.1335,30.22,32,0,3.6,TN,1722305724
331,oriximina,-1.7656,-55.8661,26.82,62,21,1.98,BR,1722305725
332,pekan,3.4836,103.3996,29.06,78,8,2.44,MY,1722305727
333,khovd,48.0056,91.6419,24.22,37,5,1.97,MN,1722305728
334,williams lake,52.1415,-122.1445,17.76,88,75,2.06,CA,1722305729
335,tolanaro,-25.0319,46.9987,18.36,88,19,3.02,MG,1722305731
336,lewistown,40.5992,-77.5714,27.41,72,100,1.57,US,1722305732
337,pampierstad,-27.7832,24.6877,1.26,36,13,1.87,ZA,1722305733
338,la ronge,55.1001,-105.2842,29.12,32,75,1.54,CA,1722305735
339,susuman,62.7833,148.1667,20.61,43,35,7.52,RU,1722305736
340,vorkuta,67.5,64.0,18.7,73,91,3.4,RU,1722305737
341,trancas,-26.2314,-65.2803,8.55,60,2,0.99,AR,1722305740
342,inari,68.906,27.0288,13.31,86,100,3.97,FI,1722305741
343,okhotsk,59.3833,143.3,14.31,65,94,5.05,RU,1722305743
344,sinop,41.7711,34.8709,16.62,54,0,1.29,TR,1722305744
345,guatrache,-37.6678,-63.5302,5.25,32,48,7.1,AR,1722305745
346,priozersk,61.0393,30.1291,14.44,91,43,2.71,RU,1722305747
347,kruisfontein,-34.0033,24.7314,10.59,85,100,8.61,ZA,1722305748
348,pangody,65.85,74.4859,17.43,97,100,1.36,RU,1722305749
349,ancud,-41.8697,-73.8203,5.49,79,100,2.33,CL,1722305750
350,pizarro,4.9533,-77.366,26.45,90,98,2.0,CO,1722305752
351,saint-pierre,-21.3393,55.4781,18.82,52,0,2.57,RE,1722305753
352,el jem,35.3,10.7167,26.16,52,0,3.09,TN,1722305754
353,outjo,-20.1167,16.15,11.09,20,24,2.79,NA,1722305756
354,mora,11.0461,14.1401,23.5,79,100,2.52,CM,1722305757
355,island harbour,50.724,-1.2758,16.77,64,0,2.77,GB,1722305758
356,sonson,5.7106,-75.3107,9.66,90,13,1.31,CO,1722305759
357,gurlan,41.8447,60.3919,22.95,29,94,3.95,UZ,1722305761
358,camocim,-2.9022,-40.8411,25.93,73,32,6.65,BR,1722305762
359,dunedin,-45.8742,170.5036,5.45,76,100,0.45,NZ,1722305764
360,ubinskoye,55.3068,79.6802,17.65,70,84,2.16,RU,1722305765
361,castillos,-34.1667,-53.8333,3.02,78,6,1.22,UY,1722305766
362,kingston,17.997,-76.7936,29.53,74,20,6.17,JM,1722305767
363,namtsy,62.7161,129.6658,15.98,90,100,3.32,RU,1722305769
364,kalabo,-14.97,22.6814,12.72,22,0,1.72,ZM,1722305770
365,vilyuchinsk,52.9306,158.4028,15.15,94,100,1.08,RU,1722305771
366,villa altagracia,18.673,-70.171,25.56,94,100,1.11,DO,1722305773
367,ikang,4.7898,8.5316,23.6,91,100,1.43,NG,1722305774
368,lichinga,-13.3128,35.2406,12.73,29,6,2.05,MZ,1722305775
369,al majaridah,19.1236,41.9111,30.69,60,84,0.86,SA,1722305777
370,al bawiti,28.3492,28.8659,25.71,48,0,2.31,EG,1722305778
371,axim,4.8699,-2.2405,23.56,89,100,4.18,GH,1722305779
372,bullhead city,35.1478,-114.5683,42.68,4,0,6.17,US,1722305780
373,katsuren-haebaru,26.3369,127.8719,31.72,76,75,3.6,JP,1722305783
374,ciudad lazaro cardenas,17.9583,-102.2,28.23,78,99,1.67,MX,1722305784
375,alma,48.5501,-71.6491,24.5,65,97,1.33,CA,1722305786
376,aligudarz,33.4006,49.6949,21.58,39,4,2.38,IR,1722305787
377,temuco,-38.7333,-72.6,4.87,76,100,0.59,CL,1722305788
378,manta,-0.95,-80.7333,23.88,83,100,6.69,EC,1722305562
379,ar ruways,24.1103,52.7306,30.99,65,21,2.21,AE,1722305791
380,oranjemund,-28.55,16.4333,10.86,82,0,5.72,NA,1722305792
381,kedrovyy,56.1667,91.8167,21.23,85,93,2.3,RU,1722305793
382,fada,7.25,4.0667,20.92,97,100,0.97,NG,1722305795
383,tazacorte,28.629,-17.9293,21.54,96,0,2.06,ES,1722305796
384,st. john's,47.5649,-52.7093,22.31,89,0,12.86,CA,1722305797
385,chardara,41.2547,67.9692,25.81,31,73,5.58,KZ,1722305798
386,bonthe,7.5264,-12.505,24.71,88,100,6.1,SL,1722305800
387,la'ie,21.6477,-157.9253,29.66,74,98,2.68,US,1722305801
388,inhambane,-23.865,35.3833,18.18,73,1,2.51,MZ,1722305802
389,akureyri,65.6835,-18.0878,10.96,87,100,3.09,IS,1722305804
390,beyneu,45.3167,55.2,24.04,37,0,0.95,KZ,1722305805
391,daru,-9.0763,143.2092,25.37,82,80,7.57,PG,1722305808
392,matamata,-37.8106,175.7624,16.08,77,85,2.04,NZ,1722305809
393,kunnamkulam,10.65,76.0833,24.46,94,100,3.59,IN,1722305810
394,niort,46.3333,-0.3333,23.98,71,48,2.14,FR,1722305812
395,luwuk,-0.9516,122.7875,27.38,68,15,2.5,ID,1722305813
396,novyy urgal,51.0736,132.5642,26.22,50,2,0.41,RU,1722305814
397,pemba,-12.974,40.5178,22.88,65,32,3.19,MZ,1722305816
398,beas de segura,38.2524,-2.8888,25.0,37,56,3.22,ES,1722305817
399,katsuura,35.1333,140.3,28.32,79,93,3.96,JP,1722305818
400,vrangel',42.7297,133.0839,20.41,86,81,5.14,RU,1722305820
401,saint-philippe,-21.3585,55.7679,18.77,75,3,2.35,RE,1722305821
402,alesund,62.4723,6.1549,15.18,87,75,4.12,NO,1722305822
403,ust'-ilimsk,58.0006,102.6619,26.11,48,25,1.39,RU,1722305823
404,dilling,12.05,29.65,23.92,77,88,5.74,SD,1722305825
405,mejit,10.2753,170.8646,27.86,78,81,9.09,MH,1722305826
406,mogocha,53.7333,119.7667,25.61,48,100,0.74,RU,1722305827
407,ulanhot,46.0833,122.0833,28.94,51,89,0.66,CN,1722305829
408,paranhos,-23.8928,-55.4311,15.6,98,100,2.4,BR,1722305830
409,neiafu,-18.65,-173.9833,23.49,58,33,10.75,TO,1722305831
410,jinchang,38.4953,102.1739,28.23,25,28,5.74,CN,1722305833
411,komarichi,52.4151,34.7905,13.6,95,100,6.16,RU,1722305834
412,kavaratti,10.5669,72.642,28.12,84,100,10.03,IN,1722305835
413,vangviang,18.9333,102.45,21.98,100,100,0.54,LA,1722305837
414,xai-xai,-25.0519,33.6442,15.24,76,0,2.7,MZ,1722305838
415,baalbek,34.0058,36.2181,17.36,55,0,2.66,LB,1722305839
416,yuzhno-kurilsk,44.0306,145.8556,14.9,97,100,7.83,RU,1722305841
417,akhmet'a,42.0311,45.2075,19.29,96,94,0.26,GE,1722305842
418,moree,-29.4667,149.85,14.32,44,0,3.55,AU,1722305843
419,zima,53.9202,102.0442,23.18,64,100,2.12,RU,1722305844
420,paphos,34.7667,32.4167,23.88,53,0,4.12,CY,1722305839
421,thinadhoo,0.5333,72.9333,28.92,73,100,4.03,MV,1722305847
422,usogorsk,63.4106,48.6872,15.76,80,52,1.2,RU,1722305848
423,howrah,22.5892,88.3103,30.0,89,75,3.09,IN,1722305850
424,pisco,-13.7,-76.2167,14.45,88,40,1.03,PE,1722305851
425,newnham,-41.3833,147.1333,9.92,50,97,1.36,AU,1722305852
426,verkhnevilyuysk,63.4453,120.3167,16.12,47,7,4.63,RU,1722305853
427,gilgit,35.9221,74.3087,28.96,44,40,0.98,PK,1722305855
428,barra do garcas,-15.89,-52.2567,24.47,34,73,0.6,BR,1722305856
429,kemalpasa,38.4262,27.4173,29.32,47,0,3.6,TR,1722305857
430,bairnsdale,-37.8333,147.6167,12.25,60,12,1.12,AU,1722305859
431,cururupu,-1.8283,-44.8683,22.05,100,13,1.23,BR,1722305860
432,mocimboa,-11.3167,40.35,19.13,90,32,2.43,MZ,1722305861
433,kibondo,-3.5864,30.7203,17.24,35,82,1.24,TZ,1722305863
434,fort bragg,35.139,-79.006,24.08,90,100,0.0,US,1722305864
435,chagoda,59.164,35.3285,13.32,80,69,3.09,RU,1722305865
436,dryden,49.7833,-92.7503,22.16,68,0,1.54,CA,1722305866
437,cabedelo,-6.9811,-34.8339,24.37,86,23,5.03,BR,1722305868
438,new plymouth,-39.0667,174.0833,14.34,100,100,5.94,NZ,1722305439
439,kone,-21.0595,164.8658,25.55,50,99,3.95,NC,1722305870
440,san luis de la loma,17.2706,-100.8939,27.56,82,96,0.18,MX,1722305872
441,tazovsky,67.4667,78.7,18.04,91,100,5.9,RU,1722305873
442,sinabang,2.4803,96.3801,29.03,70,80,2.22,ID,1722305874
443,madimba,-10.4,40.3333,19.58,90,58,2.32,TZ,1722305876
444,anna regina,7.2644,-58.5077,26.71,80,96,2.88,GY,1722305877
445,wynyard,-41.0,145.7167,9.55,71,90,0.45,AU,1722305878
446,mohr,54.3528,9.7167,13.08,94,3,1.54,DE,1722305880
447,sao gabriel da cachoeira,-0.1303,-67.0892,21.98,99,99,0.73,BR,1722305881
448,babu,24.4167,111.5167,29.22,74,33,1.93,CN,1722305882
449,jaisalmer,26.9147,70.9181,32.61,63,29,2.96,IN,1722305883
450,brookings,44.3114,-96.7984,26.14,82,0,3.09,US,1722305885
451,hede,33.7681,120.2517,32.22,66,0,4.52,CN,1722305886
452,alaghsas,17.0187,8.0168,25.76,60,91,5.36,NE,1722305887
453,les cayes,18.2,-73.75,26.45,84,100,1.16,HT,1722305889
454,baidoa,3.1138,43.6498,21.12,81,96,6.84,SO,1722305890
455,grove,51.6095,-1.4219,16.17,86,0,0.51,GB,1722305892
456,parral,26.9333,-105.6667,25.77,30,4,3.59,MX,1722305893
457,ketchikan,55.3422,-131.6461,16.86,67,29,3.04,US,1722305894
458,saiha,22.4833,92.9667,23.99,96,100,0.93,IN,1722305896
459,taulaga,-11.0553,-171.0883,26.3,64,87,11.15,AS,1722305897
460,murun-kuren,49.6342,100.1625,22.41,52,20,1.77,MN,1722305898
461,bengkulu,-3.8004,102.2655,26.68,78,77,2.1,ID,1722305901
462,chifeng,42.2683,118.9636,26.99,64,100,2.82,CN,1722305902
463,tommot,58.9564,126.2925,17.77,95,100,3.82,RU,1722305904
464,arkhangel'sk,64.5401,40.5433,13.06,100,100,2.0,RU,1722305905
465,revelstoke,50.9832,-118.2023,19.01,77,75,1.03,CA,1722305906
466,mandan,46.8267,-100.8896,21.99,73,0,4.12,US,1722305908
467,urangan,-25.3,152.9,16.79,55,1,7.51,AU,1722305909
468,luchegorsk,46.4764,134.2569,21.13,84,93,2.0,RU,1722305910
469,playa del carmen,20.6274,-87.0799,30.01,89,40,0.0,MX,1722305912
470,pyhajarvi,67.0701,27.2176,12.06,81,100,3.76,FI,1722305913
471,vilanova i la geltru,41.2239,1.7251,28.72,39,7,1.34,ES,1722305914
472,prum,50.2167,6.4167,16.94,95,11,0.7,DE,1722305916
473,agat village,13.3886,144.6585,31.06,83,40,4.12,GU,1722305917
474,tarawa,1.419,172.984,32.05,66,75,3.09,KI,1722305918
475,fortuna,40.5982,-124.1573,19.43,90,0,5.66,US,1722305920
476,ivankiv,50.9386,29.8943,15.34,93,100,8.46,UA,1722305921
477,marat,25.0701,45.4615,29.03,17,63,3.78,SA,1722305922
478,callao,-12.0667,-77.15,18.18,77,100,2.57,PE,1722305924
479,torghay,49.6339,63.4981,23.55,39,87,3.18,KZ,1722305925
480,pangkalanbuun,-2.6833,111.6167,27.32,87,48,1.44,ID,1722305926
481,cesme,38.3228,26.3064,25.61,68,0,10.14,TR,1722305927
482,santiago de cuba,20.0247,-75.8219,29.06,74,20,2.06,CU,1722305929
483,tofol,5.3248,163.0078,30.88,70,75,5.14,FM,1722305930
484,necochea,-38.5473,-58.7368,2.64,47,5,4.48,AR,1722305931
485,nikel,69.4128,30.222,13.1,93,100,5.2,RU,1722305933
486,mzimba,-11.9,33.6,14.22,37,4,3.33,MW,1722305934
487,oistins,13.0667,-59.5333,28.05,83,40,3.09,BB,1722305935
488,akjoujt,19.6969,-14.4164,28.42,45,2,4.96,MR,1722305937
489,borzya,50.3833,116.5167,25.07,62,37,2.59,RU,1722305938
490,puqi,29.7167,113.8833,32.97,61,6,1.71,CN,1722305939
491,tampakan,6.4442,124.9264,29.16,72,30,0.83,PH,1722305940
492,maracai,-22.6106,-50.6672,21.88,55,100,4.1,BR,1722305942
493,potosi,-19.5836,-65.7531,5.78,61,0,1.3,BO,1722305943
494,conduaga,8.862,117.4893,31.11,60,100,1.74,PH,1722305944
495,peniche,39.3558,-9.3811,20.6,93,0,1.86,PT,1722305946
496,essaouira,31.5125,-9.77,20.72,88,0,1.03,MA,1722305947
497,happy valley-goose bay,53.3168,-60.3315,23.17,64,20,2.06,CA,1722305948
498,santa ana de yacuma,-13.75,-65.4333,24.95,52,2,5.81,BO,1722305950
499,searcy,35.2506,-91.7363,29.48,80,0,3.6,US,1722305951
500,erdenet,49.0333,104.0833,21.16,68,44,1.75,MN,1722305952
501,villa de soto,-30.8552,-64.9995,6.89,44,1,4.4,AR,1722305953
502,cole harbour,44.6724,-63.4751,17.74,91,28,3.09,CA,1722305955
503,porto velho,-8.7619,-63.9039,26.03,73,11,0.51,BR,1722305956
504,ganshui,28.7422,106.7111,24.84,94,100,1.0,CN,1722305957
505,kupang,-10.1667,123.5833,32.32,55,40,11.83,ID,1722305959
506,wuwei,37.9281,102.6414,28.95,22,23,4.77,CN,1722305960
507,jhulasan,23.3286,72.4731,25.86,87,96,3.12,IN,1722305961
508,sos'va,59.1766,61.8558,12.68,93,47,0.93,RU,1722305963
509,boguchany,58.3814,97.4531,25.49,58,58,1.73,RU,1722305964
510,debre tabor,11.85,38.0167,10.97,97,100,0.19,ET,1722305965
511,mogadishu,2.0371,45.3438,24.12,84,93,5.77,SO,1722305967
512,bandarbeyla,9.4942,50.8122,25.41,76,73,12.89,SO,1722305968
513,kachug,53.9606,105.8817,22.91,61,2,1.76,RU,1722305969
514,santa ana,33.7456,-117.8678,29.97,52,0,3.6,US,1722305971
515,bhadra,29.1167,75.1667,34.51,51,51,4.04,IN,1722305972
516,buckhannon,38.994,-80.232,23.3,80,0,2.06,US,1722305731
517,soligalich,59.0778,42.2864,12.64,95,100,1.62,RU,1722305974
518,port saint john's,-31.6229,29.5448,11.79,55,0,3.09,ZA,1722305976
519,san julian,21.0167,-102.1667,19.75,63,98,0.96,MX,1722305977
520,chiredzi,-21.05,31.6667,13.17,89,7,0.63,ZW,1722305978
521,sint michiel liber,12.15,-68.9833,28.9,79,20,7.2,CW,1722305980
522,broome,42.2506,-75.833,22.78,73,36,1.41,US,1722305981
523,kargasok,59.0556,80.8572,18.19,75,6,3.22,RU,1722305982
524,siwa oasis,29.2041,25.5195,28.49,40,0,2.82,EG,1722305983
525,polyarnyy,69.1989,33.4478,9.47,95,100,6.42,RU,1722305985
526,clusone,45.8871,9.9497,22.86,91,59,1.43,IT,1722305986
527,east london,-33.0153,27.9116,13.0,40,5,5.17,ZA,1722305989
528,khanbari,27.3747,87.2039,28.04,85,45,0.39,NP,1722305990
529,robertsport,6.7533,-11.3686,25.0,85,100,7.05,LR,1722305991
530,flying fish cove,-10.4217,105.6791,25.82,78,40,6.17,CX,1722305993
531,nema,57.5067,50.5011,13.0,94,74,0.88,RU,1722305994
532,teknaf,20.8624,92.3058,26.74,90,100,4.7,BD,1722305995
533,liwale,-9.7667,37.9333,15.19,95,5,1.26,TZ,1722305997
534,chernyshevskiy,63.0128,112.4714,16.42,46,0,3.65,RU,1722305998
535,sao tome,0.3365,6.7273,22.98,84,86,4.29,ST,1722305999
536,lospalos,-8.5186,127.0025,24.75,77,86,5.9,TL,1722306001
537,nuuk,64.1835,-51.7216,4.34,100,100,5.66,GL,1722305955
538,cuyo,10.8525,121.0086,28.52,69,44,1.46,PH,1722306003
539,ola,59.5833,151.2833,14.88,63,97,4.28,RU,1722306004
540,aleg,17.0481,-13.9209,29.95,55,33,6.78,MR,1722306006
541,florida,28.7505,-82.5001,27.23,81,40,0.0,US,1722306007
542,boende,-0.2167,20.8667,21.97,82,38,1.03,CD,1722306008
543,khowy,38.5503,44.9521,15.29,72,0,1.03,IR,1722306010
544,west hattiesburg,31.3191,-89.3751,28.81,91,0,0.0,US,1722306011
545,kerikeri,-35.2268,173.9474,17.17,92,100,2.24,NZ,1722306012
546,at taj,24.2049,23.2857,28.48,20,61,4.49,LY,1722306014
547,bulgan,48.8125,103.5347,22.39,62,20,1.19,MN,1722306015
548,martakert,40.2104,46.821,17.65,81,0,1.26,AZ,1722306016
549,al marj,32.488,20.8317,22.37,86,0,3.61,LY,1722306018
550,rawson,-43.3002,-65.1023,8.25,38,39,9.25,AR,1722306019
551,colonia,50.9333,6.95,18.87,78,0,2.57,DE,1722306022
552,itaocara,-21.6692,-42.0761,19.98,83,60,0.84,BR,1722306023
553,hasaki,35.7333,140.8333,35.16,73,48,2.64,JP,1722306024
